source_role,route_kind,point_name,point_dir,planned_output_path,source_artifact_count,source_packet_sha256,plan_candidate_ready,blocker_codes,manual_gate_review_required,operation_role,would_evaluate,would_derive_grades,would_write,overwrite_allowed,requires_distinct_authorization,formal_fit_allowed,preflight_json_sha256
p2_catalog_point,co2,p019_Tm20_400ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g10_Tm20_400_retry_finalparams\p019_Tm20_400ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g10_Tm20_400_retry_finalparams\p019_Tm20_400ppm_fit_retry1\formal_open_flow_data_quality_by_analyzer.csv,5,4e9e616530b68fe84363498e11dfdc85039242a817f181fab08e79b5eed7fad4,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p020_Tm20_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g11_Tm20_1000_direct_finalparams\p020_Tm20_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g11_Tm20_1000_direct_finalparams\p020_Tm20_1000ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,a4a63995ddf99843596f706f47337ace84d3e03b21761817a37b7ee71461fa5b,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p001_T40_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p001_T40_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p001_T40_0ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,87198c4dd3973f6ca9d72a8f068c2db61fe4bc8153e2cc0e350c8b6eb0b23616,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p002_T40_400ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p002_T40_400ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p002_T40_400ppm_fit_retry1\formal_open_flow_data_quality_by_analyzer.csv,5,7e16eedf04eb821d80b919898d5cdcb9a05ee3744982f57136848c482b18643f,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p003_T40_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p003_T40_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g3_finalparams\p003_T40_1000ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,3bc1432a5869c1d2e53b47093ef76ef6924ab5430a7b8f138683102c1f7c1e3a,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p001_T30_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p001_T30_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p001_T30_0ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,6abcd29d4d009af92a53284875be2624657c9686a61e6092638d31e3908f85c1,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p002_T30_100ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p002_T30_100ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p002_T30_100ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,07e0fbd2be686d2a18b9f8216d1e4437bf53b5b9860ec96535506bf12adc63e8,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p003_T30_200ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p003_T30_200ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p003_T30_200ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,bb11b78447733b9d61a71500552be4e1ea5f94e42c21b819d67ccdda78343307,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p004_T30_300ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p004_T30_300ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p004_T30_300ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,d732bea0150aa003451c96bee93a31d6326201cecd4cbcdc6cc29b43a71dceb8,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p005_T30_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p005_T30_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p005_T30_400ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,4a99cc42a6aa854fef4320d9b4da175f4ddd3c5f5faf70098346ececb2aa23b4,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p006_T30_500ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p006_T30_500ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p006_T30_500ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,007ab86d033d6d7f684924dac38485818561041f14c021281bb53dea80b7483b,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p007_T30_600ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p007_T30_600ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p007_T30_600ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,4e2c4e30d12a1661c470208a7c71210ec32c14352e6bd5a8f0c9c7f8e6a154dd,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p008_T30_700ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p008_T30_700ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p008_T30_700ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,702578a31baa7bbf94d6e298dd2c0d62cb2cb1ac4f70ee4f856f28130b7986d1,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p009_T30_800ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p009_T30_800ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p009_T30_800ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,2e3b33fccc9065e4affbff4172c5fd4e405c4f1c27cdbd883babeecb13c11a23,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p010_T30_900ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p010_T30_900ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p010_T30_900ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,62d38209c35797e142cbd8f713b8f876d0e69234c99873bd04adbb9a0a0d7727,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p011_T30_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p011_T30_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p011_T30_1000ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,17fe4ff42f71a095e4ca663c1a12749a8f514fc47063ccf810533991e97c67d7,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p012_T20_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p012_T20_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p012_T20_0ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,343e68c368e466d948c7572f4ec4fef49440d891e4aea5bfc73e1c9a9814392e,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p013_T20_100ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p013_T20_100ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p013_T20_100ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,31cf30897b195a22dd394ad342483d3b1bea4586dd97c788e67b224d1769a3ba,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p014_T20_200ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p014_T20_200ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g4_T30_to_Tm20_finalparams\p014_T20_200ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,325837d5852b42e8a2a3ca5ba0bbbcf0f434c5cabecf2d99f2be40a9b05821ed,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p015_T20_300ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g5_T20_300_retry_finalparams\p015_T20_300ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g5_T20_300_retry_finalparams\p015_T20_300ppm_fit_retry1\formal_open_flow_data_quality_by_analyzer.csv,5,296f04a3f67974d4bbfcb86a699d056c0ed5bc7eac71b9de52a6839644cc2392,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p016_T20_400ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g7_T20_400_retry_finalparams\p016_T20_400ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g7_T20_400_retry_finalparams\p016_T20_400ppm_fit_retry1\formal_open_flow_data_quality_by_analyzer.csv,5,513cb30aa778bc0f43428017ad44f15c64000e8e868130809423f715c428413c,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p017_T20_500ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8c_T20_500_direct_240purge_finalparams\p017_T20_500ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8c_T20_500_direct_240purge_finalparams\p017_T20_500ppm_fit_retry1\formal_open_flow_data_quality_by_analyzer.csv,5,1fa473b49894bb962f16d5cdc4bde4adeef44baf27860786381d083d3ca4f8da,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p018_T20_600ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8d_T20_600_direct_240purge_finalparams\p018_T20_600ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8d_T20_600_direct_240purge_finalparams\p018_T20_600ppm_fit_retry1\formal_open_flow_data_quality_by_analyzer.csv,5,bb3fa050cecd2488f5ad724a2ad3b0b98bc4e58a893020edc43cf01876a96f96,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p019_T20_700ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8e_T20_700_direct_240purge_finalparams\p019_T20_700ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8e_T20_700_direct_240purge_finalparams\p019_T20_700ppm_fit_retry1\formal_open_flow_data_quality_by_analyzer.csv,5,13beb73197cc2c0fa91535c7a1859d3b624964450f25222f7437f0a987fa4679,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p020_T20_800ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8f_T20_800_direct_240purge_finalparams\p020_T20_800ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8f_T20_800_direct_240purge_finalparams\p020_T20_800ppm_fit_retry1\formal_open_flow_data_quality_by_analyzer.csv,5,cb5afff2a5cad9cfa16cf674ed36ea2ad66aba3441ef8608d1809c18bac867a3,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p021_T20_900ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8g_T20_900_direct_240purge_finalparams\p021_T20_900ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8g_T20_900_direct_240purge_finalparams\p021_T20_900ppm_fit_retry1\formal_open_flow_data_quality_by_analyzer.csv,5,06566cb69029d972bcdf8bfc86357b3f3f2064e30db37fddffd5b8f82537973c,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p022_T20_1000ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8h_T20_1000_direct_240purge_finalparams\p022_T20_1000ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8h_T20_1000_direct_240purge_finalparams\p022_T20_1000ppm_fit_retry1\formal_open_flow_data_quality_by_analyzer.csv,5,c7997932d5bf419449bff1186a87dbd7b2e380cee0c8471b76b0e5752fba4078,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p001_T10_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p001_T10_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p001_T10_0ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,15d1e8e7757b8cec73a54eb2db118197b086c37fac795d342d8223cfb171cf33,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p002_T10_100ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p002_T10_100ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p002_T10_100ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,d406b46d485fb4ff210043a58281efbcfa0b0f458110d0dc016e2492f120df21,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p003_T10_200ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p003_T10_200ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p003_T10_200ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,efe721d814a3aa18037c920a8fc24f2db909c34460b4487d6f837eb9ba6f0122,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p004_T10_300ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p004_T10_300ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p004_T10_300ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,131fc2426b8a0b782b3f2659fbebe110e64301e5990c695acc7e8d269d7aca2c,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p005_T10_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p005_T10_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p005_T10_400ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,925c67c30f4d0a8066f770ac6b28f3964ea0912c0e24cd3d808004e2752dffc1,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p006_T10_500ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p006_T10_500ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p006_T10_500ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,e61543b58ad288aef92f9286949bbd8686460fdc55abb6f3bc019b6a701aafa4,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p007_T10_600ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p007_T10_600ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p007_T10_600ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,82629992e1f39b2fe5fd4a1493c1c4aa3083c9c23e8a92b6f959557e6f7bd123,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p008_T10_700ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p008_T10_700ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p008_T10_700ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,180633f61613fafbbb1e5b92041896d9f38e07cb7a3710a11c1c7d00780ffa62,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p009_T10_800ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p009_T10_800ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p009_T10_800ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,2391ca4b6263a78f8d521640e44c8c60f692d6c5ba91d73bb4a6fb190fa63dac,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p010_T10_900ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p010_T10_900ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p010_T10_900ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,dc5ef562cea3de9aa044e29502e47fa62e85542e7ccacf00123c0d6a81b9133d,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p011_T10_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p011_T10_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p011_T10_1000ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,8f80c676e2778623eae939f7555b5f13fd04210efd02821116ceed50ec1fe7bd,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p012_T0_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p012_T0_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p012_T0_0ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,4eb1bb0950e860a1883d89badcf97c8c268d9c5382c84d084038dda58d73e6d1,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p013_T0_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p013_T0_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p013_T0_400ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,6c81e21b099fc90c79b5a5970d10d266171cf3c79149b3617f9411dc2cd8ba20,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p014_T0_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p014_T0_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p014_T0_1000ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,decf370625cbbbeff9791d85ca669a5fc0dccd20c7d042f47137c0ccb99fe4a7,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p015_Tm10_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p015_Tm10_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p015_Tm10_0ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,6c42687897b65af56796d50745bc2bf1026fd93c931bdffa4883aa1f6c0ef5b1,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p016_Tm10_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p016_Tm10_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p016_Tm10_400ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,7dcdb36b6ff3db418d05dbf11c35c62139da2bafb54b70d6623ae5ee09ef62fd,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p017_Tm10_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p017_Tm10_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p017_Tm10_1000ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,578c8440a96fc887c579c3af5a18de1575d221aecffef99d4375e2020ddbc514,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,co2,p018_Tm20_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p018_Tm20_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p018_Tm20_0ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,e36c84fcac1de4ca9113edea192b9a999c6dd1bf31834c5f771ed5bad500b301,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
p2_catalog_point,h2o,p001_T20_HG20C_30RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_005_bridge_repeat_20c_305070_v1\p001_T20_HG20C_30RH_h2o,D:\gas_calibrator\_p9_20260706\h2o_005_bridge_repeat_20c_305070_v1\p001_T20_HG20C_30RH_h2o\formal_open_flow_data_quality_by_analyzer.csv,7,44d2832ebcaac996ef58dfdc44131cd19a0d1783c9585ad618c13f2b554dfb25,True,[],True,review_only_would_write_preview,False,False,False,False,True,False,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772
